week,period_split,category,product_id,product_name,region,channel,order_count,units,unit_price,gross_revenue,promo_depth,discounts,return_rate,returns,net_revenue,cogs,fulfillment,contribution_margin,provenance,injected_anomaly,anomaly_reason
2029-07-08,analysis,Electronics,E-04,Web camera,West,Retail,39,46,96,4416,0.0974,430.12,0.0403,177.96,3807.92,2806,317.4,684.52,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,North,Direct,97,119,34,4046,0.0784,317.21,0.0396,160.22,3568.57,1666,499.8,1402.77,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,North,Marketplace,97,128,34,4352,0.0798,347.29,0.0333,144.92,3859.79,1792,580.61,1487.18,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,North,Retail,81,103,34,3502,0.1015,355.45,0.0265,92.8,3053.75,1442,432.6,1179.15,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,South,Direct,100,129,34,4386,0.0803,352.2,0.0541,237.28,3796.52,1806,541.8,1448.72,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,South,Marketplace,91,113,34,3842,0.0477,183.26,0.0286,109.88,3548.86,1582,512.57,1454.29,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,South,Retail,80,87,34,2958,0.0676,199.96,0.0187,55.31,2702.73,1218,365.4,1119.33,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,West,Direct,98,125,34,4250,0.0532,226.1,0.0474,201.45,3822.45,1750,525,1547.45,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,West,Marketplace,87,106,34,3604,0.1054,379.86,0.0598,215.52,3008.62,1484,480.82,1043.8,synthetic,false,
2029-07-08,analysis,Beauty,B-01,Daily serum,West,Retail,81,92,34,3128,0.087,272.14,0.0517,161.72,2694.14,1288,386.4,1019.74,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,North,Direct,103,120,42,5040,0.0866,436.46,0.0233,117.43,4486.11,2160,540,1786.11,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,North,Marketplace,90,106,42,4452,0.0723,321.88,0.0213,94.83,4035.29,1908,515.16,1612.13,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,North,Retail,70,93,42,3906,0.0545,212.88,0.0389,151.94,3541.18,1674,418.5,1448.68,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,South,Direct,88,97,42,4074,0.0686,279.48,0.0574,233.85,3560.67,1746,436.5,1378.17,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,South,Marketplace,81,100,42,4200,0.0592,248.64,0.0218,91.56,3859.8,1800,486,1573.8,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,South,Retail,72,91,42,3822,0.0653,249.58,0.0531,202.95,3369.47,1638,409.5,1321.97,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,West,Direct,94,116,42,4872,0.0751,365.89,0.0387,188.55,4317.56,2088,522,1707.56,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,West,Marketplace,84,100,42,4200,0.0611,256.62,0.0189,79.38,3864,1800,486,1578,synthetic,false,
2029-07-08,analysis,Beauty,B-02,Cleanser set,West,Retail,71,91,42,3822,0.0544,207.92,0.0248,94.79,3519.29,1638,409.5,1471.79,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,North,Direct,82,92,38,3496,0.0537,187.74,0.053,185.29,3122.97,1472,377.2,1273.77,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,North,Marketplace,81,91,38,3458,0.1165,402.86,0.0284,98.21,2956.93,1456,402.95,1097.98,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,North,Retail,74,83,38,3154,0.0912,287.64,0.0415,130.89,2735.47,1328,340.3,1067.17,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,South,Direct,73,82,38,3116,0.0483,150.5,0.0181,56.4,2909.1,1312,336.2,1260.9,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,South,Marketplace,74,82,38,3116,0.0842,262.37,0.0543,169.2,2684.43,1312,363.1,1009.33,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,South,Retail,64,80,38,3040,0.0657,199.73,0.0482,146.53,2693.74,1280,328,1085.74,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,West,Direct,87,112,38,4256,0.0536,228.12,0.0505,214.93,3812.95,1792,459.2,1561.75,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,West,Marketplace,81,94,38,3572,0.0603,215.39,0.0289,103.23,3253.38,1504,416.23,1333.15,synthetic,false,
2029-07-08,analysis,Beauty,B-03,Mineral tint,West,Retail,68,78,38,2964,0.065,192.66,0.0272,80.62,2690.72,1248,319.8,1122.92,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,North,Direct,110,133,28,3724,0.1081,402.56,0.0233,86.77,3234.67,1463,518.7,1252.97,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,North,Marketplace,117,144,28,4032,0.0729,293.93,0.0246,99.19,3638.88,1584,606.53,1448.35,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,North,Retail,88,98,28,2744,0.0635,174.24,0.0227,62.29,2507.47,1078,382.2,1047.27,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,South,Direct,97,116,28,3248,0.052,168.9,0.0281,91.27,2987.83,1276,452.4,1259.43,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,South,Marketplace,96,115,28,3220,0.114,367.08,0.0392,126.22,2726.7,1265,484.38,977.32,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,South,Retail,79,98,28,2744,0.1139,312.54,0.02,54.88,2376.58,1078,382.2,916.38,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,West,Direct,107,116,28,3248,0.0465,151.03,0.0536,174.09,2922.88,1276,452.4,1194.48,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,West,Marketplace,102,135,28,3780,0.0844,319.03,0.0553,209.03,3251.94,1485,568.62,1198.32,synthetic,false,
2029-07-08,analysis,Beauty,B-04,Travel kit,West,Retail,86,109,28,3052,0.0739,225.54,0.0298,90.95,2735.51,1199,425.1,1111.41,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,North,Direct,109,142,31,4402,0.1176,517.68,0.0251,110.49,3773.83,1846,667.4,1260.43,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,North,Marketplace,94,121,31,3751,0.0734,275.32,0.0356,133.54,3342.14,1573,614.2,1154.94,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,North,Retail,86,101,31,3131,0.0954,298.7,0.0309,96.75,2735.55,1313,474.7,947.85,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,South,Direct,93,102,31,3162,0.0848,268.14,0.0524,165.69,2728.17,1326,479.4,922.77,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,South,Marketplace,87,96,31,2976,0.0626,186.3,0.0273,81.24,2708.46,1248,487.3,973.16,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,South,Retail,74,98,31,3038,0.0455,138.23,0.06,182.28,2717.49,1274,460.6,982.89,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,West,Direct,94,123,31,3813,0.0488,186.07,0.0341,130.02,3496.91,1599,578.1,1319.81,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,West,Marketplace,78,102,31,3162,0.111,350.98,0.0181,57.23,2753.79,1326,517.75,910.04,synthetic,false,
2029-07-08,analysis,Outdoors,O-01,Trail bottle,West,Retail,68,76,31,2356,0.1006,237.01,0.0357,84.11,2034.88,988,357.2,689.68,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,North,Direct,46,56,88,4928,0.0618,304.55,0.0415,204.51,4418.94,2632,397.6,1389.34,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,North,Marketplace,38,51,88,4488,0.0746,334.8,0.0308,138.23,4014.97,2397,391.07,1226.9,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,North,Retail,37,42,88,3696,0.0453,167.43,0.0507,187.39,3341.18,1974,298.2,1068.98,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,South,Direct,39,52,88,4576,0.0922,421.91,0.021,96.1,4057.99,2444,369.2,1244.79,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,South,Marketplace,38,44,88,3872,0.1051,406.95,0.0356,137.84,3327.21,2068,337.39,921.82,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,South,Retail,30,39,88,3432,0.0796,273.19,0.0235,80.65,3078.16,1833,276.9,968.26,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,West,Direct,39,49,88,4312,0.0695,299.68,0.0486,209.56,3802.76,2303,347.9,1151.86,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,West,Marketplace,41,50,88,4400,0.1185,521.4,0.0233,102.52,3776.08,2350,383.4,1042.68,synthetic,false,
2029-07-08,analysis,Outdoors,O-02,Day pack,West,Retail,34,43,88,3784,0.1028,389,0.0523,197.9,3197.1,2021,305.3,870.8,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,North,Direct,55,66,54,3564,0.1089,388.12,0.0328,116.9,3058.98,1914,369.6,775.38,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,North,Marketplace,51,68,54,3672,0.1157,424.85,0.0445,163.4,3083.75,1972,411.26,700.49,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,North,Retail,51,55,54,2970,0.0915,271.75,0.0496,147.31,2550.94,1595,308,647.94,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,South,Direct,49,54,54,2916,0.0631,184,0.0374,109.06,2622.94,1566,302.4,754.54,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,South,Marketplace,45,50,54,2700,0.1067,288.09,0.0371,100.17,2311.74,1450,302.4,559.34,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,South,Retail,43,51,54,2754,0.0771,212.33,0.0192,52.88,2488.79,1479,285.6,724.19,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,West,Direct,54,69,54,3726,0.1149,428.12,0.0554,206.42,3091.46,2001,386.4,704.06,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,West,Marketplace,49,61,54,3294,0.0608,200.28,0.0227,74.77,3018.95,1769,368.93,881.02,synthetic,false,
2029-07-08,analysis,Outdoors,O-03,Camp light,West,Retail,43,50,54,2700,0.0518,139.86,0.0379,102.33,2457.81,1450,280,727.81,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,North,Direct,55,62,63,3906,0.0938,366.38,0.0505,197.25,3342.37,2046,396.8,899.57,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,North,Marketplace,45,55,63,3465,0.0956,331.25,0.0524,181.57,2952.18,1815,380.16,757.02,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,North,Retail,42,51,63,3213,0.0729,234.23,0.023,73.9,2904.87,1683,326.4,895.47,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,South,Direct,48,53,63,3339,0.0942,314.53,0.0418,139.57,2884.9,1749,339.2,796.7,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,South,Marketplace,47,59,63,3717,0.0891,331.18,0.0439,163.18,3222.64,1947,407.81,867.83,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,South,Retail,35,41,63,2583,0.1043,269.41,0.048,123.98,2189.61,1353,262.4,574.21,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,West,Direct,47,61,63,3843,0.1152,442.71,0.0182,69.94,3330.35,2013,390.4,926.95,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,West,Marketplace,50,60,63,3780,0.0906,342.47,0.0419,158.38,3279.15,1980,414.72,884.43,synthetic,false,
2029-07-08,analysis,Outdoors,O-04,Picnic mat,West,Retail,35,38,63,2394,0.0551,131.91,0.0491,117.55,2144.54,1254,243.2,647.34,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,North,Direct,112,144,24,3456,0.0614,212.2,0.0271,93.66,3150.14,1296,518.4,1335.74,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,North,Marketplace,106,135,24,3240,0.0778,252.07,0.0188,60.91,2927.02,1215,524.88,1187.14,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,North,Retail,101,119,24,2856,0.1153,329.3,0.0418,119.38,2407.32,1071,428.4,907.92,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,South,Direct,105,133,24,3192,0.1137,362.93,0.0326,104.06,2725.01,1197,478.8,1049.21,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,South,Marketplace,106,134,24,3216,0.0981,315.49,0.0594,191.03,2709.48,1206,520.99,982.49,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,South,Retail,82,101,24,2424,0.086,208.46,0.0474,114.9,2100.64,909,363.6,828.04,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,West,Direct,111,144,24,3456,0.0715,247.1,0.0366,126.49,3082.41,1296,518.4,1268.01,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,West,Marketplace,96,109,24,2616,0.0529,138.39,0.0267,69.85,2407.76,981,423.79,1002.97,synthetic,false,
2029-07-08,analysis,Office,F-01,Notebook pack,West,Retail,96,120,24,2880,0.0921,265.25,0.0294,84.67,2530.08,1080,432,1018.08,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,North,Direct,83,110,39,4290,0.1115,478.34,0.0363,155.73,3655.93,1870,484,1301.93,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,North,Marketplace,86,114,39,4446,0.0519,230.75,0.037,164.5,4050.75,1938,541.73,1571.02,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,North,Retail,79,91,39,3549,0.062,220.04,0.0272,96.53,3232.43,1547,400.4,1285.03,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,South,Direct,79,101,39,3939,0.104,409.66,0.0381,150.08,3379.26,1717,444.4,1217.86,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,South,Marketplace,67,81,39,3159,0.1081,341.49,0.0196,61.92,2755.59,1377,384.91,993.68,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,South,Retail,69,89,39,3471,0.0999,346.75,0.0508,176.33,2947.92,1513,391.6,1043.32,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,West,Direct,84,112,39,4368,0.1183,516.73,0.0594,259.46,3591.81,1904,492.8,1195.01,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,West,Marketplace,81,105,39,4095,0.0625,255.94,0.048,196.56,3642.5,1785,498.96,1358.54,synthetic,false,
2029-07-08,analysis,Office,F-02,Desk organizer,West,Retail,63,73,39,2847,0.0729,207.55,0.03,85.41,2554.04,1241,321.2,991.84,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,North,Direct,29,39,132,5148,0.0451,232.17,0.0224,115.32,4800.51,3354,358.8,1087.71,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,North,Marketplace,29,36,132,4752,0.0475,225.72,0.0333,158.24,4368.04,3096,357.7,914.34,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,North,Retail,25,30,132,3960,0.0512,202.75,0.0334,132.26,3624.99,2580,276,768.99,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,South,Direct,29,38,132,5016,0.1068,535.71,0.0392,196.63,4283.66,3268,349.6,666.06,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,South,Marketplace,28,30,132,3960,0.09,356.4,0.0248,98.21,3505.39,2580,298.08,627.31,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,South,Retail,22,24,132,3168,0.1099,348.16,0.0195,61.78,2758.06,2064,220.8,473.26,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,West,Direct,33,43,132,5676,0.0687,389.94,0.0455,258.26,5027.8,3698,395.6,934.2,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,West,Marketplace,29,31,132,4092,0.1011,413.7,0.023,94.12,3584.18,2666,308.02,610.16,synthetic,false,
2029-07-08,analysis,Office,F-03,Monitor arm,West,Retail,25,33,132,4356,0.12,522.72,0.0306,133.29,3699.99,2838,303.6,558.39,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,North,Direct,102,125,33,4125,0.0865,356.81,0.0206,84.97,3683.22,1500,512.5,1670.72,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,North,Marketplace,96,110,33,3630,0.0904,328.15,0.0267,96.92,3204.93,1320,487.08,1397.85,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,North,Retail,90,102,33,3366,0.0976,328.52,0.0273,91.89,2945.59,1224,418.2,1303.39,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,South,Direct,92,105,33,3465,0.0651,225.57,0.0204,70.69,3168.74,1260,430.5,1478.24,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,South,Marketplace,92,120,33,3960,0.0894,354.02,0.037,146.52,3459.46,1440,531.36,1488.1,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,South,Retail,74,96,33,3168,0.0535,169.49,0.0433,137.17,2861.34,1152,393.6,1315.74,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,West,Direct,111,129,33,4257,0.0505,214.98,0.0235,100.04,3941.98,1548,528.9,1865.08,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,West,Marketplace,98,123,33,4059,0.1105,448.52,0.0475,192.8,3417.68,1476,544.64,1397.04,synthetic,false,
2029-07-08,analysis,Office,F-04,Keyboard mat,West,Retail,85,99,33,3267,0.0983,321.15,0.0485,158.45,2787.4,1188,405.9,1193.5,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,North,Direct,63,79,58,4582,0.0688,315.24,0.0579,265.3,4001.46,2449,426.6,1125.86,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,North,Marketplace,64,86,58,4988,0.1113,555.16,0.0581,289.8,4143.04,2666,501.55,975.49,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,North,Retail,57,71,58,4118,0.0825,339.74,0.0526,216.61,3561.65,2201,383.4,977.25,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,South,Direct,64,70,58,4060,0.096,389.76,0.0379,153.87,3516.37,2170,378,968.37,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,South,Marketplace,59,78,58,4524,0.106,479.54,0.0368,166.48,3877.98,2418,454.9,1005.08,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,South,Retail,45,54,58,3132,0.0906,283.76,0.0246,77.05,2771.19,1674,291.6,805.59,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,West,Direct,68,74,58,4292,0.1096,470.4,0.0545,233.91,3587.69,2294,399.6,894.09,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,West,Marketplace,52,66,58,3828,0.0546,209.01,0.0566,216.66,3402.33,2046,384.91,971.42,synthetic,false,
2029-07-15,analysis,Home,H-01,Storage set,West,Retail,54,70,58,4060,0.0551,223.71,0.0574,233.04,3603.25,2170,378,1055.25,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,North,Direct,85,108,46,4968,0.1187,589.7,0.0227,112.77,4265.53,2592,518.4,1155.13,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,North,Marketplace,83,102,46,4692,0.0833,390.84,0.0481,225.69,4075.47,2448,528.77,1098.7,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,North,Retail,69,92,46,4232,0.0715,302.59,0.0381,161.24,3768.17,2208,441.6,1118.57,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,South,Direct,69,89,46,4094,0.0869,355.77,0.0381,155.98,3582.25,2136,427.2,1019.05,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,South,Marketplace,75,94,46,4324,0.1065,460.51,0.0463,200.2,3663.29,2256,487.3,919.99,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,South,Retail,65,77,46,3542,0.0943,334.01,0.0283,100.24,3107.75,1848,369.6,890.15,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,West,Direct,79,88,46,4048,0.0551,223.04,0.032,129.54,3695.42,2112,422.4,1161.02,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,West,Marketplace,69,84,46,3864,0.1144,442.04,0.0559,216,3205.96,2016,435.46,754.5,synthetic,false,
2029-07-15,analysis,Home,H-02,Task lamp,West,Retail,61,81,46,3726,0.1062,395.7,0.0489,182.2,3148.1,1944,388.8,815.3,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,North,Direct,51,64,74,4736,0.1179,558.37,0.0549,260.01,3917.62,2496,377.6,1044.02,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,North,Marketplace,52,63,74,4662,0.0858,400,0.0593,276.46,3985.54,2457,401.44,1127.1,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,North,Retail,40,53,74,3922,0.0784,307.48,0.0337,132.17,3482.35,2067,312.7,1102.65,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,South,Direct,49,55,74,4070,0.073,297.11,0.0514,209.2,3563.69,2145,324.5,1094.19,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,South,Marketplace,40,46,74,3404,0.0755,257,0.025,85.1,3061.9,1794,293.11,974.79,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,South,Retail,35,41,74,3034,0.102,309.47,0.0522,158.37,2566.16,1599,241.9,725.26,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,West,Direct,54,65,74,4810,0.0834,401.15,0.0585,281.38,4127.47,2535,383.5,1208.97,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,West,Marketplace,47,52,74,3848,0.0751,288.98,0.0396,152.38,3406.64,2028,331.34,1047.3,synthetic,false,
2029-07-15,analysis,Home,H-03,Linen set,West,Retail,41,55,74,4070,0.0453,184.37,0.0321,130.65,3754.98,2145,324.5,1285.48,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,North,Direct,46,61,86,5246,0.1112,583.36,0.0453,237.64,4425,2928,378.2,1118.8,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,North,Marketplace,47,60,86,5160,0.084,433.44,0.0264,136.22,4590.34,2880,401.76,1308.58,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,North,Retail,40,47,86,4042,0.0555,224.33,0.0297,120.05,3697.62,2256,291.4,1150.22,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,South,Direct,47,57,86,4902,0.0983,481.87,0.0542,265.69,4154.44,2736,353.4,1065.04,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,South,Marketplace,41,51,86,4386,0.1004,440.35,0.0321,140.79,3804.86,2448,341.5,1015.36,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,South,Retail,31,35,86,3010,0.0953,286.85,0.0447,134.55,2588.6,1680,217,691.6,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,West,Direct,45,58,86,4988,0.1171,584.09,0.0505,251.89,4152.02,2784,359.6,1008.42,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,West,Marketplace,38,46,86,3956,0.0589,233.01,0.0187,73.98,3649.01,2208,308.02,1132.99,synthetic,false,
2029-07-15,analysis,Home,H-04,Kitchen kit,West,Retail,37,41,86,3526,0.0979,345.2,0.0296,104.37,3076.43,1968,254.2,854.23,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,North,Direct,49,57,118,6726,0.104,699.5,0.0354,238.1,5788.4,4446,444.6,897.8,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,North,Marketplace,46,55,118,6490,0.0595,386.15,0.0401,260.25,5843.6,4290,463.32,1090.28,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,North,Retail,34,37,118,4366,0.0914,399.05,0.0369,161.11,3805.84,2886,288.6,631.24,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,South,Direct,39,42,118,4956,0.0832,412.34,0.0189,93.67,4449.99,3276,327.6,846.39,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,South,Marketplace,35,44,118,5192,0.0545,282.96,0.0526,273.1,4635.94,3432,370.66,833.28,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,South,Retail,31,38,118,4484,0.1142,512.07,0.0383,171.74,3800.19,2964,296.4,539.79,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,West,Direct,46,60,118,7080,0.0857,606.76,0.0488,345.5,6127.74,4680,468,979.74,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,West,Marketplace,39,46,118,5428,0.0488,264.89,0.0518,281.17,4881.94,3588,387.5,906.44,synthetic,false,
2029-07-15,analysis,Electronics,E-01,USB-C hub,West,Retail,32,37,118,4366,0.0598,261.09,0.0544,237.51,3867.4,2886,288.6,692.8,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,North,Direct,34,44,146,6424,0.1059,680.3,0.0419,269.17,5474.53,4136,365.2,973.33,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,North,Marketplace,31,36,146,5256,0.0929,488.28,0.0575,302.22,4465.5,3384,322.7,758.8,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,North,Retail,31,39,146,5694,0.0607,345.63,0.0235,133.81,5214.56,3666,323.7,1224.86,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,South,Direct,31,34,146,4964,0.0873,433.36,0.0524,260.11,4270.53,3196,282.2,792.33,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,South,Marketplace,33,36,146,5256,0.1134,596.03,0.0285,149.8,4510.17,3384,322.7,803.47,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,South,Retail,26,33,146,4818,0.0869,418.68,0.026,125.27,4274.05,3102,273.9,898.15,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,West,Direct,34,44,146,6424,0.0945,607.07,0.0312,200.43,5616.5,4136,365.2,1115.3,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,West,Marketplace,32,39,146,5694,0.0946,538.65,0.0514,292.67,4862.68,3666,349.6,847.08,synthetic,false,
2029-07-15,analysis,Electronics,E-02,Desk speaker,West,Retail,29,36,146,5256,0.0806,423.63,0.0219,115.11,4717.26,3384,298.8,1034.46,synthetic,false,
2029-07-15,analysis,Electronics,E-03,Travel display,North,Direct,22,29,228,6612,0.0997,659.22,0.0277,183.15,5769.63,4466,342.2,961.43,synthetic,false,
2029-07-15,analysis,Electronics,E-03,Travel display,North,Marketplace,21,27,228,6156,0.0963,592.82,0.0207,127.43,5435.75,4158,344.09,933.66,synthetic,false,
2029-07-15,analysis,Electronics,E-03,Travel display,North,Retail,17,18,228,4104,0.0911,373.87,0.0309,126.81,3603.32,2772,212.4,618.92,synthetic,false,
